OBJECTID,TREE_Genus,TREE_SpeciesCommonName,TREE_SpeciesLatinName,TREE_DBH,TREE_DBH_Range,TREE_Height_Range,TREE_Stems,TREE_Condition,TREE_PrimaryMaint,TREE_SecondaryMaint,TREE_FurtherInspection,TREE_ClearanceNeed,TREE_PruneType,TREE_Pest,TREE_OBS1,TREE_OBS2,TREE_OBS3,TREE_OBS4,TREE_OBS5,TREE_OBS6,TREE_OBS7,TREE_OBS8,TREE_OBS9,TREE_OBS10,TREE_OBS11,TREE_OBS12,TREE_OBS13,TREE_Notes,SITE_Building,SITE_DirectionBldg,SITE_Address,SITE_Street,SITE_Utilities,SITE_GPSX,SITE_GPSY,SITE_ID,SITE_DATE,TYPE,TREE_OBS14,TREE_OBS15,TREE_OBS16,TREE_OBS17,TREE_OBS18,TREE_OBS19,TREE_OBS20,TREE_OBS21,TREE_SpCode,TREE_ReplacementCost,TREE_StructuralValue,TREE_Stormwater,TREE_Energy,TREE_AirQuality,TREE_Carbon,TREE_Aesthetic,TREE_TotalBenefit,x,y
577,Baldcypress,Baldcypress,Taxodium distichum,8,3,1,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4663,562,5/3/2014 23:10,0,0,,1,0,0,,0,1,TADI,4155,1907.145,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587869,32.46632532
578,Baldcypress,Baldcypress,Taxodium distichum,9,3,1,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4664,563,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,5260,1609.56,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587332,32.4663819
579,Baldcypress,Baldcypress,Taxodium distichum,9,3,1,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4665,564,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,5260,1609.56,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.7058626,32.46646336
580,Baldcypress,Baldcypress,Taxodium distichum,9,3,1,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4665,565,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,5260,2146.08,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587332,32.46654936
581,Baldcypress,Baldcypress,Taxodium distichum,9,3,1,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4666,566,5/3/2014 23:10,0,0,,1,0,0,,0,1,TADI,5260,2146.08,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70588137,32.46661272
582,Baldcypress,Baldcypress,Taxodium distichum,8,3,1,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4667,567,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,4155,1695.24,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587332,32.46666251
583,Baldcypress,Baldcypress,Taxodium distichum,10,3,1,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4667,568,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,6495,2981.205,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70586796,32.46673266
584,Baldcypress,Baldcypress,Taxodium distichum,9,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4669,569,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,5260,2414.34,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70586796,32.46685486
585,Baldcypress,Baldcypress,Taxodium distichum,10,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4669,570,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,6495,2981.205,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70585723,32.46690238
586,Baldcypress,Baldcypress,Taxodium distichum,8,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.467,571,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,4155,1271.43,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587064,32.46696122
587,Baldcypress,Baldcypress,Taxodium distichum,10,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.467,572,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,6495,2981.205,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70585991,32.46703364
588,Baldcypress,Baldcypress,Taxodium distichum,8,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4671,573,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,4155,1907.145,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587601,32.46709926
589,Baldcypress,Baldcypress,Taxodium distichum,9,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,thinning canopy,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4672,574,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,5260,2414.34,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70588405,32.46717168
590,Baldcypress,Baldcypress,Taxodium distichum,8,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,thinning canopy,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4672,575,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,4155,1907.145,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70588137,32.46723504
591,Baldcypress,Baldcypress,Taxodium distichum,9,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4674,576,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,5260,804.78,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70586796,32.46742287
592,Baldcypress,Baldcypress,Taxodium distichum,9,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4675,577,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,5260,2414.34,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587064,32.46748849
593,Baldcypress,Baldcypress,Taxodium distichum,8,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,0,0,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4676,578,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,4155,1907.145,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587064,32.46756317
594,Baldcypress,Baldcypress,Taxodium distichum,8,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4676,579,5/3/2014 23:10,0,0,,0,0,0,,0,0,TADI,4155,1907.145,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587064,32.46763106
595,Baldcypress,Baldcypress,Taxodium distichum,9,3,2,1,2,0,1,,3,2,,0,,0,,,0,,0,,,1,1,0,,Williams Performing Arts Center,4,934,NE 16th St,0,-99.7059,32.4677,580,5/3/2014 23:10,0,0,,1,0,0,,0,0,TADI,5260,2414.34,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70587601,32.46770348
596,Baldcypress,Honey locust,Gleditsia triacanthos,6,3,1,1,2,3,1,,3,2,,0,,0,,,0,,0,,,1,1,0,"epicormic sprouts, drought stress",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7055,32.468,581,5/3/2014 23:10,0,0,,0,0,1,,0,0,GLTR,2335,1071.765,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70553268,32.46795014
597,Baldcypress,Honey locust,Gleditsia triacanthos,5,2,1,1,2,3,1,,3,2,,0,,0,,,0,,0,,,0,0,0,"epicormic sprouts, drought stress",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7055,32.468,582,5/3/2014 23:10,0,0,,1,0,1,,0,0,GLTR,1620,495.72,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70547636,32.46795014
598,Baldcypress,Honey locust,Gleditsia triacanthos,5,2,1,1,2,3,0,,3,0,,0,,0,,,0,,0,,,0,0,0,"epicormic sprouts, drought stress",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7054,32.4679,583,5/3/2014 23:10,0,0,,0,0,1,,0,0,GLTR,1620,660.96,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70542003,32.46794335
599,Baldcypress,Honey locust,Gleditsia triacanthos,6,3,1,1,2,3,0,,0,2,,0,,0,,,0,,0,,,0,0,0,"epicormic sprouts, drought stress",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7054,32.468,584,5/3/2014 23:10,0,0,,0,0,1,,0,0,GLTR,2335,952.68,10.32999992,4.960000038,-0.569999993,1.720000029,38.34999847,54.77999878,-99.70541467,32.46800671
600,Baldcypress,Honey locust,Gleditsia triacanthos,4,2,0,1,3,4,0,,0,2,,0,,0,,0,0,,1,,,0,1,0,"epicormic sprouts, drought stress, dead top",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7054,32.4681,585,5/3/2014 23:10,0,1,,0,0,0,,1,0,GLTR,1035,422.28,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70540662,32.46807008
601,Baldcypress,Honey locust,Gleditsia triacanthos,4,2,0,1,2,3,0,,0,2,,0,,0,,0,0,,0,,,0,0,0,"epicormic sprouts, drought stress",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7055,32.4681,586,5/3/2014 23:10,0,0,,1,0,1,,0,0,GLTR,1035,475.065,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.7054844,32.46808365
602,Baldcypress,Honey locust,Gleditsia triacanthos,5,2,0,1,2,3,1,,3,2,,0,,0,,0,0,,0,,,1,1,0,"epicormic sprouts, drought stress",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7056,32.4681,587,5/3/2014 23:10,0,0,,0,0,1,,0,0,GLTR,1620,743.58,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70555682,32.46808592
603,Baldcypress,Honey locust,Gleditsia triacanthos,5,2,0,1,2,3,0,,0,2,,0,,0,,0,0,,0,,,0,0,0,"epicormic sprouts, drought stress",Williams Performing Arts Center,1,934,NE 16th St,0,-99.7056,32.468,588,5/3/2014 23:10,0,0,,1,0,1,,0,0,GLTR,1620,743.58,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70555146,32.46800445
604,Oak,Live oak,Quercus virginiana,48,7,1,3,1,0,3,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,4,,,,-99.709,32.4694,589,5/4/2014 18:25,0,,,,1,1,,,,QUVI,149755,68737.545,201.2200012,44.61000061,-31.51000023,12.81000042,86.98000336,314.1199951,-99.70895891,32.46944159
605,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',8,3,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,4,,,,-99.7088,32.4694,590,5/4/2014 18:25,0,,,,1,1,,,,PYCA_B,4155,1907.145,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70877548,32.46941313
606,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',7,3,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,4,,,,-99.7088,32.4695,591,5/4/2014 18:25,0,,,,1,1,,,,PYCA_B,3180,450,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70877279,32.46947423
607,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',6,3,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,2,,,,-99.7087,32.4695,592,5/4/2014 18:25,0,,,,1,1,,,,PYCA_B,2335,1071.765,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70874061,32.46950365
608,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,0,4,3,4,0,,0,0,,,,,,,,,1,,,,,,,McGlothlin Campus Center,2,,,,-99.7087,32.4695,593,5/4/2014 18:25,0,,,,0,0,,,,LA6,255,104.04,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.70869233,32.46950817
609,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,0,4,3,4,0,,0,0,,,,,,,,,1,,,,,,,McGlothlin Campus Center,2,,,,-99.7087,32.4695,594,5/4/2014 18:25,0,,,,0,0,,,,LA6,255,104.04,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.70866014,32.46952401
610,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,0,3,3,4,0,,0,0,,,,,,,,,1,,,,,,,McGlothlin Campus Center,2,,,,-99.7086,32.4695,595,5/4/2014 18:25,0,,,,0,0,,,,LA6,255,104.04,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.70864405,32.46952175
611,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,0,3,3,4,0,,0,0,,,,,,,,,1,,,,,,,McGlothlin Campus Center,2,,,,-99.7086,32.4695,596,5/4/2014 18:25,0,,,,0,0,,,,LA6,255,104.04,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.70862795,32.46951722
612,Elm,Cedar elm,Ulmus crassifolia,12,4,1,1,1,0,0,,0,0,,,,,1,,,,0,,,1,1,,,McGlothlin Campus Center,2,,,0,-99.7089,32.4696,597,5/4/2014 18:25,0,,,,1,1,,,,ULCR,9355,450,28.48999977,12.92000008,5.039999962,5.920000076,51.75999832,104.1200027,-99.70887203,32.46964168
613,Elm,Texas red oak,Ulmus crassifolia,14,4,1,1,2,0,0,,0,0,,,,,,,,,0,,,0,0,,Construction damage,McGlothlin Campus Center,2,,,0,-99.709,32.4698,598,5/4/2014 18:25,0,,,,0,0,,1,1,ULCR,12735,7793.82,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.70895787,32.46984987
614,Oak,Live oak,Quercus virginiana,13,4,1,1,2,0,0,,0,0,,,,,,,,,0,,,0,0,,,McGlothlin Campus Center,2,,,0,-99.7088,32.4696,599,5/4/2014 18:25,0,,,,0,1,,1,0,QUVI,10980,5039.82,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.7087567,32.46963263
615,Oak,Live oak,Quercus virginiana,15,4,1,1,1,0,3,,0,0,,,,1,,,,,0,,,0,0,,,McGlothlin Campus Center,2,,,0,-99.7087,32.4697,600,5/4/2014 18:25,0,,,,0,0,,0,0,QUVI,14620,450,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70868428,32.46967789
616,Oak,Live oak,Quercus virginiana,8,3,1,1,2,0,0,,0,0,,,,1,,,,,0,,,0,0,,,McGlothlin Campus Center,2,,,0,-99.7087,32.4697,601,5/4/2014 18:25,0,,,,0,0,,0,0,QUVI,4155,1907.145,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70865746,32.46974125
617,Oak,Live oak,Quercus virginiana,14,4,1,1,2,0,0,,0,0,,,,1,,,,,0,,,0,0,,,McGlothlin Campus Center,2,,,0,-99.7086,32.4698,602,5/4/2014 18:25,0,,,,0,0,,1,0,QUVI,12735,3896.91,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70863064,32.46979104
618,Oak,Live oak,Quercus virginiana,12,4,1,1,2,0,0,,0,0,,,,1,,,,,0,,,0,0,,,McGlothlin Campus Center,2,,,0,-99.7086,32.4698,603,5/4/2014 18:25,0,,,,0,0,,1,0,QUVI,9355,2862.63,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70862259,32.46977293
619,Oak,Shumard red oak,Quercus shumardii,19,5,1,2,1,1,3,,0,2,,,,0,,,,,0,,,0,0,,,McGlothlin Campus Center,2,,,0,-99.7085,32.4696,604,5/4/2014 18:25,0,,,,1,1,,0,0,QUSH,23460,450,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.70848848,32.46959869
620,Oak,Live oak,Quercus virginiana,26,6,1,1,3,0,0,,0,0,,,,0,,,,,1,,,0,0,,Construction damage,McGlothlin Campus Center,2,,,0,-99.7085,32.4697,605,5/4/2014 18:25,0,,,,0,0,,0,0,QUVI,43935,17925.48,97.93000031,25.13999939,-14.35999966,7.909999847,104.8600006,221.4799957,-99.7084858,32.46970052
621,Oak,Live oak,Quercus virginiana,23,5,1,1,2,0,0,,0,0,,,,0,,,,,1,,,0,0,,Construction damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,McGlothlin Campus Center,2,,,0,-99.7083,32.4697,606,5/4/2014 18:25,0,,,,0,0,,0,0,QUVI,34380,10520.28,61.299999,17.559999,-8.02,5.65,96.029999,172.529999,-99.70830341,32.46971183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,Texas red oak,Quercus texana,17,4,1,1,1,0,0,,0,0,,,,1,,,,,,,,,,,,McGlothlin Campus Center,1,,,,-99.7083,32.4696,607,5/4/2014 19:16,0,,,,,,,,,QUNU,18780,450,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.70832621,32.46959303
623,Pear,Callery pear 'Bradford',Pyrus calleryana 'Bradford',6,3,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,,,,,-99.7082,32.4696,608,5/4/2014 19:20,0,,,,1,1,,,,PYCA_B,2335,1071.765,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.7081693,32.46959529
624,Pistacia,Chinese pistache,Pistacia chinensis,2,1,0,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,1,,,,-99.7082,32.4697,609,5/4/2014 19:20,0,,,,0,0,,,,PICH,255,117.045,0.75,0.579999983,0.200000003,0.059999999,6.010000229,7.599999905,-99.70819075,32.46966771
625,Pistacia,Chinese pistache,Pistacia chinensis,2,1,0,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,1,,,,-99.7082,32.4697,610,5/4/2014 19:20,0,,,,0,0,,,,PICH,255,117.045,0.75,0.579999983,0.200000003,0.059999999,6.010000229,7.599999905,-99.70819075,32.4697107
626,Pistacia,Chinese pistache,Pistacia chinensis,2,1,0,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,1,,,,-99.7082,32.4697,611,5/4/2014 19:20,0,,,,0,0,,,,PICH,255,117.045,0.75,0.579999983,0.200000003,0.059999999,6.010000229,7.599999905,-99.70819344,32.46969939
627,Oak,Live oak,Quercus virginiana,19,5,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.708,32.4696,612,5/4/2014 19:20,0,,,,0,0,,,,QUVI,23460,10768.14,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.70800032,32.46953646
628,Oak,Live oak,Quercus virginiana,16,4,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.708,32.4695,613,5/4/2014 19:20,0,,,,0,0,,,,QUVI,16635,7635.465,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70800836,32.46946857
629,Oak,Live oak,Quercus virginiana,18,5,1,1,2,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.708,32.4695,614,5/4/2014 19:20,0,,,,0,0,,1,,QUVI,21055,6442.83,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.708003,32.46940295
630,Oak,Live oak,Quercus virginiana,9,3,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.708,32.4693,615,5/4/2014 19:38,0,,,1,,,,,,QUVI,5260,2414.34,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.70802043,32.46932601
631,Oak,Live oak,Quercus virginiana,12,4,1,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.708,32.4692,616,5/4/2014 19:38,0,,,0,,,,,,QUVI,9355,4293.945,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70804726,32.46922644
632,Oak,Live oak,Quercus virginiana,22,5,1,1,1,1,0,,0,2,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4692,617,5/4/2014 19:38,0,,,0,1,1,,,,QUVI,31455,14437.845,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.7081304,32.46921512
633,Magnolia,Little gem southern magnolia,Magnolia grandiflora 'Little Gem',2,1,0,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4693,618,5/4/2014 19:38,0,,,0,0,0,,,,MAGR_L,255,117.045,0.75,0.579999983,0.200000003,0.059999999,6.010000229,7.599999905,-99.70807408,32.4693079
634,Magnolia,Little gem southern magnolia,Magnolia grandiflora 'Little Gem',2,1,0,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4693,619,5/4/2014 19:38,0,,,0,0,0,,,,MAGR_L,255,117.045,0.75,0.579999983,0.200000003,0.059999999,6.010000229,7.599999905,-99.70810761,32.46930338
635,Magnolia,Little gem southern magnolia,Magnolia grandiflora 'Little Gem',2,1,0,1,1,0,0,,0,0,,,,,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4693,620,5/4/2014 19:38,0,,,0,0,0,,,,MAGR_L,255,117.045,0.75,0.579999983,0.200000003,0.059999999,6.010000229,7.599999905,-99.70814113,32.46930338
636,Oak,Live oak,Quercus virginiana,15,4,1,1,1,0,0,,0,0,,,,1,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4691,621,5/4/2014 19:38,0,,,0,0,0,,,,QUVI,14620,6710.58,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70812772,32.4691495
637,Oak,Live oak,Quercus virginiana,21,5,1,1,2,0,0,,0,0,,,,1,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4691,622,5/4/2014 19:38,0,,,0,0,0,,1,,QUVI,28660,13154.94,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.70806737,32.46909971
638,Oak,Live oak,Quercus virginiana,19,5,1,1,1,0,0,,0,0,,,,0,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4687,623,5/4/2014 19:38,0,,,0,1,0,,0,,QUVI,23460,10768.14,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.70806871,32.46873086
639,Oak,Live oak,Quercus virginiana,26,6,1,1,1,0,0,,0,0,,,,0,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7082,32.4687,624,5/4/2014 19:38,0,,,0,0,0,,0,,QUVI,43935,20166.165,97.93000031,25.13999939,-14.35999966,7.909999847,104.8600006,221.4799957,-99.70816259,32.46871954
640,Oak,Live oak,Quercus virginiana,22,5,1,1,1,0,0,,0,0,,,,0,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7082,32.4688,625,5/4/2014 19:38,0,,,0,0,0,,0,,QUVI,31455,14437.845,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.70815723,32.46879874
641,Oak,Live oak,Quercus virginiana,18,5,1,1,1,0,0,,0,0,,,,0,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4689,626,5/4/2014 19:38,0,,,0,0,0,,0,,QUVI,21055,9664.245,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.7081465,32.46886211
642,Oak,Live oak,Quercus virginiana,16,4,1,1,2,0,0,,0,0,,,,0,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4689,627,5/4/2014 19:38,0,,,0,0,0,,1,,QUVI,16635,7635.465,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70806335,32.46887116
643,Oak,Live oak,Quercus virginiana,14,4,1,1,1,0,0,,0,0,,,,0,,,,,,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4689,628,5/4/2014 19:38,0,,,0,0,0,,0,,QUVI,12735,5845.365,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.7080553,32.46894131
644,Oak,Live oak,Quercus virginiana,18,5,1,1,3,0,0,,0,0,,,,0,,,,,1,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.469,629,5/4/2014 19:38,0,,,0,1,0,,0,,QUVI,21055,8590.44,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.70813309,32.46898883
645,Oak,Live oak,Quercus virginiana,12,4,1,1,1,0,0,,0,0,,,,0,,,,,0,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.469,630,5/4/2014 19:38,0,,,0,0,0,,0,,QUVI,9355,4293.945,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70806335,32.46898883
646,Oak,Live oak,Quercus virginiana,12,4,1,1,1,0,0,,0,0,,,,0,,,,,0,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4691,631,5/4/2014 19:38,0,,,0,0,0,,0,,QUVI,9355,4293.945,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70805262,32.46905446
647,Oak,Live oak,Quercus virginiana,18,5,1,1,2,0,0,,0,0,,,,0,,,,,0,,,,,,,McGlothlin Campus Center,3,,,,-99.7082,32.4691,632,5/4/2014 19:38,0,,,0,0,0,,1,,QUVI,21055,9664.245,61.29999924,17.55999947,-8.020000458,5.650000095,96.02999878,172.5299988,-99.70815723,32.46907935
648,Oak,Live oak,Quercus virginiana,12,4,1,1,1,0,3,,0,0,,,,0,,,,,0,,,,,,,McGlothlin Campus Center,3,,,,-99.7081,32.4691,633,5/4/2014 19:38,0,,,0,0,0,,1,,QUVI,9355,4293.945,30.86000061,11.31000042,-2.720000029,3.660000086,77.51999664,120.6299973,-99.70806201,32.46915629
649,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,2,1,0,5,4,4,0,,0,0,,,,0,,,,,0,,,,,,,McGlothlin Campus Center,3,,,,-99.7082,32.4691,634,5/4/2014 19:38,0,,,0,0,0,,0,,LA6,255,117.045,0.430000007,0.49000001,0.170000002,0.029999999,0.360000014,1.480000019,-99.7082216,32.46907709
